Feed Stable ID,Catalog ID,Files
mdb-560,us-oregon-klamath-shuttle-gtfs-560,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-395,us-wisconsin-belle-urban-system-gtfs-395,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-620,us-indiana-valparaiso-transit-gtfs-620,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-412,us-pennsylvania-erie-metropolitan-transit-authority-gtfs-412,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-421,us-massachusetts-southeastern-regional-transit-authority-srta-gtfs-421,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-855,it-lombardia-trenord-gtfs-855,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-40,us-california-simi-valley-transit-gtfs-40,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_containers.txt, fare_leg_rules.txt, fare_media.txt, fare_products.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-299,us-california-catalina-express-gtfs-299,
mdb-487,us-district-of-columbia-dc-streetcar-gtfs-487,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-871,us-new-york-watertown-citibus-gtfs-871,"agency.txt, calendar.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-138,us-oregon-cascades-east-transit-cet-gtfs-138,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-746,ca-quebec-exo-le-richelain-gtfs-746,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-209,us-new-york-academy-bus-gtfs-209,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-192,us-south-dakota-sioux-area-metro-sam-gtfs-192,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-478,us-virginia-virginia-railway-express-vre-gtfs-478,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-51,us-california-mission-bay-transportation-management-association-tma-gtfs-51,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-819,us-virginia-star-transit-gtfs-819,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-418,us-massachusetts-greater-attleboro-taunton-regional-transit-authority-gatra-gtfs-418,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-755,ca-quebec-exo-lassomption-gtfs-755,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-286,us-washington-black-ball-ferry-line-gtfs-286,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-1126,us-florida-brightline-trains-llc-gtfs-1126,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1047,it-regione-autonoma-della-sardegna-delcomar-gtfs-1047,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-501,us-maryland-harford-transit-link-gtfs-501,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-813,us-california-santa-ynez-valley-transit-gtfs-813,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, feed_info.txt, route_directions.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-400,us-michigan-the-rapid-gtfs-400,"agency.txt, calendar_dates.txt, fare_attributes.txt, feed_info.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-305,us-new-york-c-tran-gtfs-305,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-490,us-maryland-bwi-thurgood-marshall-airport-bwi-shuttle-gtfs-490,"agency.txt, calendar.txt, feed_info.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-785,de-nordrhein-westfalen-verkehrsverbund-rhein-ruhr-gtfs-785,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-310,us-montana-capital-transit-gtfs-310,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-463,us-virginia-greensville-emporia-transit-gtfs-463,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-498,us-maryland-frederick-county-transit-gtfs-498,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-316,us-iowa-corridorrides-gtfs-316,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-319,us-unknown-groome-transportation-gtfs-319,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-483,us-virginia-fairfax-connector-gtfs-483,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-308,us-illinois-dekalb-public-transit-gtfs-308,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-879,us-colorado-garden-of-the-gods-gtfs-879,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-373,us-north-carolina-piedmont-authority-for-regional-transportation-part-gtfs-373,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-374,us-north-carolina-gotriangle-gtfs-374,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-685,be-antwerpen-de-waterbus-gtfs-685,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-860,cz-praha-praha-gtfs-860,"JR_GTFS_Exp.log, agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-109,us-arizona-bullhead-area-transit-system-gtfs-109,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-155,us-mississippi-jtran-gtfs-155,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-162,us-colorado-roaring-fork-transportation-authority-gtfs-162,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-616,us-california-gtrans-gtfs-616,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_containers.txt, fare_leg_rules.txt, fare_products.txt, fare_rules.txt, fare_transfer_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-399,us-wisconsin-shoreline-metro-gtfs-399,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-747,ca-quebec-exo-roussillon-gtfs-747,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-127,us-oregon-caravan-airport-transportation-gtfs-127,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-156,us-arizona-groome-transportation-arizona-shuttle-gtfs-156,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-59,us-california-stanford-marguerite-shuttle-sms-gtfs-59,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, route_directions.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-335,us-florida-escambia-county-area-transit-ecat-gtfs-335,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-343,us-florida-suntran-gtfs-343,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-350,us-florida-sunshine-bus-company-gtfs-350,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-933,us-oregon-mt-bachelor-gtfs-933,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-801,us-colorado-prairie-express-transit-gtfs-801,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-107,us-california-mountain-transit-gtfs-107,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_leg_rules.txt, fare_products.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_areas.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-111,us-utah-suntran-utah-gtfs-111,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-897,us-nevada-tahoe-transportation-district-gtfs-897,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-304,us-new-york-chautauqua-area-regional-transit-system-carts-gtfs-304,"agency.txt, calendar.txt, datatools_patterns.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-338,us-alabama-montgomery-transit-gtfs-338,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-106,us-california-beaumont-transit-gtfs-106,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-153,us-texas-star-transit-gtfs-153,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-278,us-washington-selah-transit-gtfs-278,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1035,pt-lisboa-soflusa-gtfs-1035,"agency.txt, calendar.txt, calendar_dates.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-883,us-oregon-south-clackamas-transportation-district-gtfs-883,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-625,us-texas-connect-transit-gtfs-625,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-236,us-california-blossom-express-gtfs-236,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_leg_rules.txt, fare_media.txt, fare_products.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-425,us-massachusetts-freedom-cruise-line-gtfs-425,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-435,us-massachusetts-bay-state-cruise-company-gtfs-435,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-451,us-new-hampshire-advance-transit-at-gtfs-451,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-873,jp-yamanasi-yamanashi-gtfs-873,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-340,us-florida-pasco-county-public-transportation-gtfs-340,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-776,de-baden-wurttemberg-swu-verkehr-gmbh-swu-gtfs-776,"agency.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-424,us-massachusetts-patriots-party-boats-gtfs-424,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1268,it-regione-autonoma-della-sardegna-quadri-orari-traghetti-gtfs-1268,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-928,us-new-york-part-putnam-area-rapid-transit-gtfs-928,"agency.txt, calendar.txt, calendar_dates.txt, datatools_patterns.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-99,us-california-victor-valley-transit-authority-vvta-gtfs-99,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_containers.txt, fare_leg_rules.txt, fare_products.txt, fare_rider_categories.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, rider_categories.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1021,ni-managua-mapanica-managua-gtfs-1021,"agency.txt, calendar.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
