Feed Stable ID,Catalog ID,Files
mdb-283,us-washington-washington-state-ferries-gtfs-283,"agency.txt, calendar.txt, fare_attributes.txt, fare_rules.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1026,fr-ile-de-france-ile-de-france-mobilite-gtfs-1026,"agency.txt, calendar.txt, calendar_dates.txt, pathways.txt, routes.txt, stop_extensions.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-69,us-california-mendocino-transit-authority-gtfs-69,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-2016,lv-liepaja-liepajas-sabiedriskais-transports-gtfs-2016,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-473,us-virginia-hampton-roads-transit-hrt-gtfs-473,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-763,ca-quebec-societe-de-transport-de-levis-gtfs-763,"agency.txt, calendar.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-650,au-queensland-translink-magnetic-island-gtfs-650,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1254,us-oregon-astoria-riverfront-trolley-gtfs-1254,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1949,gb-reading-reading-buses-gtfs-1949,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1888,fr-nouvelle-aquitaine-buss-gtfs-1888,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-784,de-unknown-rursee-schifffahrt-kg-gtfs-784,"Beschreibung_DELFI-Datensatz_GTFS_20240527.pdf, agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, frequencies.txt, levels.txt, pathways.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-194,us-iowa-marshalltown-municipal-transit-gtfs-194,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-772,de-baden-wurttemberg-ova-aalen-gtfs-772,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-170,us-utah-utah-transit-authority-uta-gtfs-170,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-67,us-california-golden-gate-transit-gtfs-67,"agency.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, realtime_routes.txt, routes.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timepoints.txt, trips.txt"
mdb-659,fr-bourgogne-franche-comte-region-bourgogne-franche-comte-gtfs-659,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-1898,fr-centre-val-de-loire-agglobus-gtfs-1898,"agency.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-991,it-regione-autonoma-della-sardegna-atp-nuoro-gtfs-991,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-800,us-oregon-oregon-department-of-transportation-gtfs-800,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-748,ca-quebec-exo-gtfs-748,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-303,us-washington-city-of-ellensburg-public-transit-central-transit-gtfs-303,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-737,ca-ontario-greater-sudbury-transit-gtfs-737,"agency.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-151,us-texas-denton-county-transportation-authority-dcta-gtfs-151,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-645,us-massachusetts-cape-cod-regional-transportation-authority-cape-cod-rta-gtfs-645,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-88,us-california-yosemite-area-regional-transportation-system-yarts-gtfs-88,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-366,us-ohio-southwest-ohio-regional-transit-authority-sorta-metro-gtfs-366,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-21,us-oregon-coos-county-area-transit-ccat-gtfs-21,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-413,us-michigan-michigan-flyer-gtfs-413,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1932,gb-buckinghamshire-carousel-buses-gtfs-1932,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1995,ca-ontario-union-pearson-express-up-express-gtfs-1995,"agency.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_amentities.txt, stop_times.txt, stops.txt, trips.txt"
mdb-332,us-florida-palm-tran-gtfs-332,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, feed_info.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-1055,fr-auvergne-rhone-alpes-mobilites-m-tag-gtfs-1055,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-2015,lv-unknown-pasazieru-vilciens-gtfs-2015,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, routes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1917,cy-unknown-intercity-buses-gtfs-1917,"agency.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, translations.txt, trips.txt"
mdb-1784,us-maryland-towson-loop-gtfs-1784,"agency.txt, calendar.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1096,fr-pays-de-la-loire-aleop-renfort-lr-85-gtfs-1096,"agency.txt, attributions.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-1129,fi-paijat-hame-haarasilta-toivo-samuli-gtfs-1129,"agency.txt, calendar.txt, calendar_dates.txt, contracts.txt, emissions.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, translations.txt, trips.txt"
mdb-1013,pl-lubelskie-zarzad-transportu-miejskiego-lublin-ztm-lublin-gtfs-1013,"agency.txt, calendar_dates.txt, feed_info.txt, routes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1066,it-puglia-societa-gestione-multipla-sgm-gtfs-1066,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-547,us-vermont-lake-champlain-ferries-gtfs-547,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-280,us-washington-island-transit-gtfs-280,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-294,us-alaska-capital-transit-gtfs-294,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-433,us-massachusetts-montachusett-regional-transit-authority-mart-gtfs-433,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-816,us-washington-snoqualmie-valley-transportation-gtfs-816,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-455,us-colorado-envida-gtfs-455,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-152,us-texas-dallas-area-rapid-transit-dart-gtfs-152,"agency.txt, blocks.txt, calendar.txt, calendar_dates.txt, facilities.txt, feed_info.txt, info.txt, nodes.txt, route_direction.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-805,us-colorado-roadrunnertransit-gtfs-805,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-733,ca-ontario-kingston-transit-gtfs-733,"agency.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1080,us-washington-metro-transit-gtfs-1080,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, modifications.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-459,us-colorado-estes-transit-gtfs-459,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1025,fr-pays-de-la-loire-naolib-gtfs-1025,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-288,us-washington-everett-transit-gtfs-288,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-867,fi-keski-suomi-jyvaskylan-liikenne-oy-gtfs-867,"agency.txt, calendar.txt, calendar_dates.txt, contracts.txt, digitransit_fare_attributes.txt, digitransit_fare_rules.txt, emissions.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, translations.txt, trips.txt"
mdb-749,ca-quebec-societe-de-transport-de-laval-gtfs-749,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-738,ca-ontario-ottawa-carleton-regional-transit-commission-oc-transpo-gtfs-738,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1326,pl-malopolskie-zarzad-transportu-publicznego-w-krakowie-ztp-krakow-gtfs-1326,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1288,us-california-vine-transit-gtfs-1288,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, realtime_routes.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1010,pl-warminsko-mazurskie-gmina-zaklad-komunalny-gzk-bystry-gtfs-1010,"agency.txt, calendar_dates.txt, feed_info.txt, routes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-93,us-california-calaveras-transit-gtfs-93,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-287,us-washington-community-transit-ct-gtfs-287,"agency.txt, calendar.txt, calendar_dates.txt, direction_names_exceptions.txt, feed_info.txt, routes.txt, shapes.txt, stop_order_exceptions.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-566,us-new-york-lewis-county-public-transportation-gtfs-566,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1039,es-alicante-tram-alicante-gtfs-1039,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-673,au-queensland-trans-north-innisfail-gtfs-673,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-410,us-ohio-laketran-gtfs-410,"agency.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-19,us-california-humbolt-transit-authority-gtfs-19,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1999,us-california-beach-cities-transit-gtfs-1999,"agency.txt, calendar.txt, calendar_attributes.txt, directions.txt, feed_info.txt, realtime_routes.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-101,us-california-foothill-transit-gtfs-101,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, feed_info.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-844,fr-occitanie-transports-de-lagglomeration-de-montpellier-tam-gtfs-844,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-758,ca-newfoundland-metrobus-transit-gtfs-758,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-190,us-missouri-metro-st-louis-gtfs-190,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-838,us-washington-jefferson-transit-authority-gtfs-838,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-935,au-australian-capital-territory-canberra-metro-operations-gtfs-935,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1004,es-barcelona-trambesos-gtfs-1004,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-46,us-california-golden-empire-transit-district-get-gtfs-46,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1878,fr-provence-alpes-cote-dazur-caa-gtfs-1878,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-178,us-colorado-regional-transportation-district-rtd-gtfs-178,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-761,ca-british-columbia-port-alberni-gtfs-761,"agency.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1060,us-louisiana-shreveport-and-bossier-city-gtfs-1060,"agency.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, feed_info.txt, realtime_routes.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1091,lu-unknown-dpn-gtfs-1091,"agency.txt, calendar_dates.txt, feed_info.txt, routes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1132,nz-wellington-metlink-gtfs-1132,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, note_texts.txt, routes.txt, shapes.txt, stop_pattern_trips.txt, stop_patterns.txt, stop_times.txt, stops.txt, transfers.txt, trip_notes.txt, trips.txt"
mdb-675,au-queensland-bowen-transit-gtfs-675,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-652,au-queensland-north-stradbroke-island-buses-gtfs-652,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1116,fr-doubs-ginko-gtfs-1116,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1884,fr-pays-de-la-loire-maybus-gtfs-1884,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-142,us-idaho-valleyride-gtfs-142,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-41,us-california-pasadena-transit-gtfs-41,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1246,us-california-santa-barbara-metropolitan-transit-district-mtd-gtfs-1246,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-193,us-iowa-des-moines-area-regional-transit-authority-dart-gtfs-193,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-56,us-california-monterey-salinas-transit-mst-gtfs-56,"agency.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-403,us-ohio-greater-dayton-regional-transit-authority-greater-dayton-rta-gtfs-403,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-1971,us-north-carolina-link-transit-gtfs-1971,"agency.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, feed_info.txt, realtime_routes.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-14,us-california-north-county-transit-district-nctd-gtfs-14,"agency.txt, areas.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_leg_rules.txt, fare_media.txt, fare_products.txt, fare_rules.txt, fare_transfer_rules.txt, feed_info.txt, rider_categories.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-524,us-new-york-ny-waterway-gtfs-524,"agency.txt, calendar.txt, calendar_dates.txt, notes.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-1029,nz-unknown-auckland-transport-gtfs-1029,"agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, frequencies.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-1948,gb-plymouth-plymouth-citybus-gtfs-1948,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-668,au-queensland-translink-south-east-queensland-translink-seq-gtfs-668,"agency.txt, calendar.txt, calendar_dates.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1086,au-unknown-transcollie-gtfs-1086,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, sg2tpn.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-1923,us-south-carolina-greenville-transit-authority-greenlink-gtfs-1923,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-2022,it-brindisi-stp-brindisi-gtfs-2022,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-123,us-oregon-utrans-gtfs-123,"agency.txt, areas.txt, booking_rules.txt, calendar.txt, calendar_attributes.txt, calendar_dates.txt, directions.txt, fare_attributes.txt, fare_rules.txt, farezone_attributes.txt, feed_info.txt, frequencies.txt, linked_datasets.txt, location_groups.txt, routes.txt, runcut.txt, shapes.txt, stop_attributes.txt, stop_times.txt, stops.txt, timetable_stop_order.txt, timetables.txt, transfers.txt, trips.txt"
mdb-1130,fi-etela-savo-mikkeli-gtfs-1130,"agency.txt, calendar.txt, calendar_dates.txt, contracts.txt, emissions.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, translations.txt, trips.txt"
mdb-712,ca-alberta-calgary-transit-gtfs-712,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-315,us-texas-corpus-christi-regional-transportation-authority-gtfs-315,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, trips.txt"
mdb-717,ca-manitoba-winnipeg-transit-gtfs-717,"LICENCE, agency.txt, calendar.txt, calendar_dates.txt, fare_attributes.txt, fare_rules.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-2023,it-brindisi-stp-brindisi-gtfs-2023,"agency.txt, calendar.txt, calendar_dates.txt, routes.txt, stop_times.txt, stops.txt, trips.txt"
mdb-1098,fi-kanta-hame-tilausliikenne-ali-vehmas-ay-gtfs-1098,"agency.txt, calendar.txt, calendar_dates.txt, contracts.txt, emissions.txt, feed_info.txt, routes.txt, shapes.txt, stop_times.txt, stops.txt, transfers.txt, translations.txt, trips.txt"
